Tissue,Species,Site,Fish length (cm),Fish weight (gram),W/L^3,Sex (M/F),Maturity,Codelake,d2H water,Sample#,Lipid % CN,Lipid % H,Lipid % AVG,Lipid (Mc2),MC2 difference  d13C,MC2 d13C,Fry difference d13C,Fry difference d2H,Fry Modelled d2H,Residuals,d13C,d15N,%C,%N,C/N,d2H
M,Perch,Shore,13.4,25.2,0.010473363,F,M,SUV,-69.64409447,13,4.243979471,4.261363636,4.252671554,5.000812885,0.806680179,-28.12427028,0.789581083,13.27398597,-104.4475989,0.442981675,-35.42,5.68,70.34,-0.25,-277.44,-220.66
M,Perch,Shore,24.1,155.6,0.011116254,F,M,SUV,-69.64409447,23,3.559288142,3.465249065,3.512268604,3.018207621,0.622771269,-28.38922434,0.610724888,10.26715783,-96.83479123,-1.00130191,-36.15,0.45,68.67,0.94,73.01,-222.3
M,Roach,Profundal,15.4,40.3,0.011034252,F,M,TOT,-68.13443436,5,2.959163543,2.465423933,2.712293738,2.981574986,0.619349519,-27.47429701,0.607399519,10.21125363,-124.2172547,-1.690309488,-33.43,0.1,70.18,1.07,65.43,-227.98
M,Perch,Profundal,13.4,28.2,0.011720192,?,?,TOT,-68.13443436,16,3.286197969,1.760064738,2.523131353,2.385389772,0.563539774,-28.18954679,0.553174012,9.299645395,-109.5449356,-8.826666946,-33.59,2.68,64.03,1.04,61.38,-173.85
M,Perch,Pelagic,16.2,52.5,0.012348502,F,M,TOT,-68.13443436,31,2.681992337,2.480953311,2.581472824,1.835900587,0.511897279,-27.04241092,0.503017973,8.456450718,-112.933671,7.630806581,,,,,,-229.54
M,Bleak,Shore,17.4,37.7,0.007156383,F,M,VES,-69.27396827,2,3.450363196,2.822739834,3.136551515,2.907040996,0.612384841,-25.28717639,0.600631286,10.09746996,-118.8417387,-3.012038694,-31.13,6.29,64.7,1.3,49.65,-207.62
M,Vendace,Pelagic,19.4,58.1,0.007957395,M,M,VES,-69.27396827,9,5.429955591,4.142368791,4.786162191,4.545274213,0.764645182,-25.79881123,0.74867887,12.58636134,-121.7429004,6.69345196,-32.06,12.58,61.57,0.78,78.62,-200.2
M,Smelt,Pelagic,17.9,30.2,0.0052656,M,M,VES,-69.27396827,16,3.889437315,4.680504681,4.284970998,2.878182574,0.609687262,-24.97195501,0.598009891,10.05340056,-108.4091578,0.463018857,-31.54,2.14,66.33,1.05,63.2,-201.01
M,Roach,Shore,19.3,66.7,0.00927799,M,M,VES,-69.27396827,20,3.261937512,2.644719808,2.95332866,2.138496938,0.540360395,-25.89332897,0.53065938,8.921142266,-123.4015136,-1.992893372,-32.17,-0.34,61.1,1.28,47.78,-236.28
M,Perch,Shore,27,240.8,0.012233907,F,M,VES,-69.27396827,34,2.047020673,2.409867173,2.228443923,2.384399893,0.563446919,-25.33038391,0.553083812,9.298129001,-112.1187843,2.894810689,-32.05,,63.84,,-5777.86,-198.84
WF,Roach,Shore,17.3,47.1,0.009096673,F,M,ALA,-81.69802032,1,15.45328308,15.04562221,15.24945264,23.28191261,2.391710727,-28.65130407,2.341512621,39.36417218,-110.6246805,-3.390442332,-35.66,5.29,64,-0.85,-75.09,-268.57
WF,Perch,Shore,18.3,62.1,0.010133007,F,I,ALA,-81.69802032,6,3.386138614,3.771721959,3.578930286,6.574268765,0.950867927,-27.61554268,0.929982734,15.6343383,-78.58835984,10.1688049,-35.9,7.57,68.57,-0.01,-4582.3,-193.89
WF,Bleak,Pelagic,15.9,29.1,0.007239384,M,M,ALA,-81.69802032,21,16.82389937,14.65302047,15.73845992,31.00562447,3.006619432,-25.83497177,2.948667717,49.5713167,-95.32564696,11.74264357,-32.06,3.46,60.68,-1.04,-58.49,-272.9
WF,Vendace,Shore,14.9,32.1,0.009703898,F,M,ALJ,-79.50001648,2,21.21811351,23.92302646,22.57056998,28.94267992,2.845324659,-29.41518272,2.789129475,46.88925095,-109.6910546,14.79385297,-37.02,6.83,61.06,0.24,252.61,-232.01
WF,Bleak,Shore,18.9,49.1,0.007272707,F,M,ALJ,-79.50001648,8,17.82158098,24.16687866,20.99422982,30.21846377,2.945321478,-26.89166397,2.888014029,48.55164157,-126.0775275,16.41216723,-33.73,7.16,63.87,0.14,450.63,-290.14
WF,Roach,Shore,19.5,91.4,0.012326573,F,M,ALJ,-79.50001648,15,8.430404738,8.562325767,8.496365253,18.00271558,1.953499455,-27.38025714,1.910569962,32.11941045,-92.93585207,-3.730660993,-34.62,6.7,69.59,-0.9,-77.07,-243.11
WF,Perch,Shore,12.5,22.2,0.0113664,F,I,ALJ,-79.50001648,24,8.573702009,7.241292909,7.907497459,14.25806568,1.633355969,-28.43671763,1.596648876,26.84194853,-98.94566089,8.641747543,-36.7,5.63,66.85,0.65,102.25,-201.22
WF,Bleak,Shore,14,21.1,0.007689504,F,M,ERA,-70.56410441,3,21.63869694,3.091344236,12.36502059,35.1093176,3.321330943,-26.82314823,3.260521734,54.81402824,-103.1920575,30.12024659,-33.12,3.85,56.41,0.26,216.66,-181.09
WF,Roach,Pelagic,13.1,22.7,0.010097456,F,M,ERA,-70.56410441,11,13.67218282,2.057445508,7.864814165,20.67140512,2.176899395,-27.42867822,2.130083688,35.80974977,-106.3730957,-3.938944473,-34.12,-2.78,67.52,0.41,166.02,-183.66
WF,Perch,Pelagic,15.6,45.1,0.011879625,F,M,ERA,-70.56410441,16,9.824422963,4.48465775,7.154540356,14.05678148,1.615921913,-26.98277097,1.579575721,26.5549244,-98.29727458,5.677178137,-34.07,0.91,63.6,0.96,66.11,-179.18
WF,Perch,Shore,19.8,109.6,0.014119359,F,M,ERA,-70.56410441,34,8.866995074,8.6521181,8.759556587,12.81961697,1.508251883,-26.93324777,1.474184927,24.7831546,-88.35667985,17.08656408,-33.45,8.84,59.85,1.34,44.7,-200.42
WF,Vendace,Profundal,21.9,84.7,0.00806401,F,M,HAM,-69.84390886,4,18.83827332,16.43005868,17.634166,26.55474974,2.655970093,-31.18726914,2.602088915,43.74483192,-101.9062051,-7.404521246,-39.38,5.97,61.88,-0.46,-134.29,-235.28
WF,Roach,Pelagic,15.9,35.1,0.008732041,F,M,HAM,-69.84390886,17,8.265770219,7.708947886,7.987359053,11.84216138,1.422553829,-27.25521396,1.390362912,23.37398679,-89.3706398,-1.328894778,-33.61,11.84,66.81,-0.69,-96.51,-233.1
WF,Perch,Profundal,21.3,115,0.011900331,F,M,HAM,-69.84390886,26,11.03434662,8.266079726,9.650213175,18.82177767,2.022479036,-29.16095993,1.978309542,33.25820956,-84.72924032,10.9245317,-37.23,7.22,66.59,0.55,120.56,-226.88
WF,Smelt,Pelagic,12.5,11.7,0.0059904,M,M,HII,-69.77996968,8,7.65802269,6.564280406,7.111151548,11.79626611,1.418516197,-27.50106429,1.386415022,23.30761711,-119.1790398,10.6474459,-34.65,1.4,69.54,0.83,83.59,-227.28
WF,Vendace,Pelagic,16.6,52.7,0.011520899,F,M,HII,-69.77996968,19,25.31568228,25.41784241,25.36676235,37.56935548,3.506175571,-27.07627289,3.444040132,57.89923467,-116.9388016,,-34.03,12.04,63.62,0.33,191.1,-166.22
WF,Ruffe,Shore,12.3,25.8,0.013864505,F,M,HII,-69.77996968,27,24.9800638,3.216019417,14.09804161,50.82412535,4.455795579,-31.05627653,4.390977712,73.81860817,-116.4837633,21.9039763,-38.71,0.83,62.78,0.19,331.14,-224.37
WF,Roach,Pelagic,20.1,87.3,0.010750436,F,M,HII,-69.77996968,38,16.88950059,2.531137003,9.710318796,28.95198951,2.846057276,-26.32574157,2.789853668,46.90142566,-93.68603916,-9.535825942,-32.85,3.89,65.41,0.3,219.17,-179.95
WF,Perch,Pelagic,18.9,79.5,0.011775564,F,M,HII,-69.77996968,46,13.38,,13.38,18.26136264,1.975322123,-26.82738757,1.931996472,32.47962069,,,-34.56,13.03,67.6,0.95,71.33,
WF,Roach,Shore,18.1,60.7,0.010236535,F,M,HIR,-85.84591284,7,8.8,11.99706044,10.39853022,13.96432796,1.607906316,-29.07899799,1.571726816,26.42297311,-97.12078743,3.140016008,-35.49,2.43,62.95,0.38,163.86,-241.54
WF,Perch,Shore,28.4,328.8,0.014354127,F,M,HIR,-85.84591284,12,12.82569178,14.70994475,13.76781827,21.33169632,2.231576566,-31.02026345,2.183866917,36.71392269,-89.3767806,2.760448324,-39.37,2.36,69.22,0.3,233.28,-242.28
WF,Ruffe,Shore,14.7,37.6,0.011836842,F,M,HIR,-85.84591284,19,13.22053905,15.17834556,14.19944231,28.57900441,2.816671435,-32.85742499,2.760808952,46.41314249,-90.92207182,17.73726771,-40.43,8.5,64.99,0.26,245.65,-234.55
WF,Pike,Shore,33.3,201,0.005443314,M(?),I,HIR,-85.84591284,24,3.36,4.208289054,3.784144527,4.828998382,0.790841347,-30.12095347,0.774167547,13.01486243,-88.53144951,11.79594905,-37.07,0.15,79.09,0.78,101.26,-203.27
WF,Bleak,Pelagic,13.6,17.8,0.007076252,F,M,JOR,-76.85762,2,25.69567792,23.60506529,24.65037161,31.02860521,3.008404435,-28.11786297,2.950434386,49.60101694,-104.327562,2.287281253,-35.29,9.34,56.09,-0.36,-156.01,-199.91
WF,Vendace,Pelagic,17.4,48.5,0.009206488,F,M,JOR,-76.85762,10,18.4,20.38257173,19.39128587,19.28164726,2.061046505,-30.36445158,2.016199297,33.89519047,-113.2725881,9.847859209,-38.26,5.9,59.4,0,-23761.56,-252.62
WF,Roach,Pelagic,14,25.8,0.009402332,F,I,JOR,-76.85762,14,13.59164826,14.22932702,13.91048764,25.16858161,2.544722871,-29.19483944,2.492327831,41.89959131,-102.2742885,4.05526866,-36.8,0.96,63.76,-0.16,-410.01,-217.34
WF,Perch,Pelagic,15.7,38.5,0.009948595,F,M,JOR,-76.85762,21,8.579522461,9.155766944,8.867644702,14.2171381,1.629812949,-27.8950203,1.593179016,26.78361523,-97.53069035,2.950337337,-35.47,8.22,59.28,0.79,75.26,-203.48
WF,Perch,Shore,20.4,124.5,0.014664891,M,I,JOR,-76.85762,27,15.12997563,14.9970006,15.06348811,21.5326987,2.248174639,-29.98349768,2.200198078,36.98847282,-98.24566931,-5.260090412,-36.86,11.8,62.1,0.71,87.81,-209.25
WF,Pike,Shore,43.3,470.1,0.00579064,F,M,JOR,-76.85762,38,5.56,5.677749361,5.61887468,3.76372066,0.692220206,-28.74711205,0.678236354,11.40212202,-102.8692174,34.88550168,-37.19,1.23,72.44,0.43,170.36,-218.23
WF,Roach,Profundal,15.3,31.3,0.008739167,M,M,PAN,-72.34988051,2,5.02,5.024038462,5.022019231,9.382155113,1.204372224,-29.28227535,1.177204936,19.7904967,-87.10346617,5.156767483,-37.13,3.94,73.5,0.62,118.06,-209.94
WF,Bleak,Pelagic,14.5,18.9,0.006199516,M,M,PAN,-72.34988051,6,11.94,11.46290733,11.70145366,18.6777168,2.010373342,-26.86938871,1.966418877,33.0583105,-91.29637222,23.00635998,-33.91,1.96,69.82,-0.09,-737.99,-263.05
WF,Perch,Pelagic,14.2,27.5,0.009604343,F,I,PAN,-72.34988051,11,4.804985927,5.57855742,5.191771673,8.062731632,1.08585168,-29.15174242,1.061561968,17.8463732,-101.0554753,3.955113951,-37.01,10.17,68.89,0.83,82.68,-197.4
WF,Perch,Shore,18.7,88.2,0.013487882,F,M,PAN,-72.34988051,18,7.770800628,6.104218362,6.937509495,11.79723897,1.418601798,-28.79055305,1.386498719,23.30902417,-90.66704937,18.06374184,-35.87,6.52,61.11,0.97,63.26,-209.83
WF,Bleak,Pelagic,15.7,36,0.009302583,F,M,PUS,-68.19082365,8,21.96,22.95311407,22.45655703,31.44254675,3.040512755,-28.05869557,2.982217069,50.13532924,-102.3105212,-11.492444,-35.31,10.18,62.53,0.1,625.59,-255.74
WF,Roach,Pelagic,12.5,20.2,0.0103424,M,M,PUS,-68.19082365,19,20.3,21.67536664,20.98768332,32.36583914,3.111830162,-26.22839633,3.052839241,51.32258883,-115.7010028,0.881758064,-32.49,9.6,66.14,0.58,114.35,-253.09
WF,Perch,Pelagic,13.9,33.7,0.012548318,F,I,PUS,-68.19082365,35,15.12,16.1835245,15.65176225,24.74088157,2.510197991,-28.74414944,2.458283199,41.32725242,-91.99326199,-19.0808752,-35.79,9.78,65.61,0.45,147.07,-238.72
WF,Roach,Pelagic,13.2,25.3,0.011000153,M,M,PYH,,5,21,3.659686852,12.32984343,30.82701049,2.992736996,-23.14138851,2.934928689,49.34034402,-132.7458688,23.48703599,-30.04,7.84,68.15,0.21,325.81,-245.4
WF,Perch,Shore,26.9,250,0.012843493,F,M,PYH,,12,10.46,13.29199767,11.87599884,18.94071404,2.032464881,-23.20608629,1.988118841,33.42311789,-109.3443697,8.687862905,-30.59,8.01,71.57,0.22,328.62,-278.49
WF,Perch,Shore,13.4,25.2,0.010473363,F,M,SUV,-69.64409447,13,11.29898548,10.05301794,10.67600171,15.95037966,1.779018079,-28.11499104,1.739384589,29.24153978,-95.2510375,-9.327070469,-35.37,6.67,64.06,-0.44,-144.12,-193.28
WF,Perch,Shore,24.1,155.6,0.011116254,F,M,SUV,-69.64409447,23,13.74465486,15.47192354,14.6082892,21.82141975,2.271978405,-28.68975177,2.22362268,37.38227385,-82.03113593,2.548378945,-36.79,8.05,66.2,0.61,109.29,-187.42
WF,Roach,Profundal,15.4,40.3,0.011034252,F,M,TOT,-68.13443436,5,18.37751644,18.28984157,18.333679,27.77815555,2.753340819,-27.22738575,2.698235777,45.36119804,-107.9172123,2.047741269,-33.5,10.33,65.63,0.4,164.87,-236.22
WF,Perch,Profundal,13.4,28.2,0.011720192,?,?,TOT,-68.13443436,16,5.036539601,1.46351243,3.250026015,7.115037906,1.000066502,-27.19969846,0.977924757,16.44031221,-89.70015282,-6.962661592,-33.24,9.63,68.69,1.12,61.55,-205.42
WF,Perch,Pelagic,16.2,52.5,0.012348502,F,M,TOT,-68.13443436,31,3.412901953,3.758305648,3.5856038,5.810296433,0.881052864,-26.69740531,0.86198162,14.49114244,-98.48074387,15.85736746,-32.92,3.81,66.72,1.08,62.01,-204.29
WF,Bleak,Shore,17.4,37.7,0.007156383,F,M,VES,-69.27396827,2,13.91391391,5.684689237,9.799301575,8.545994117,1.129384769,-24.82036355,1.104025966,18.56025366,-106.7963187,20.15501566,-30.76,5.16,65.24,1.14,57.28,-223.27
WF,Vendace,Pelagic,19.4,58.1,0.007957395,M,M,VES,-69.27396827,9,16.45544156,14.56163605,15.50853881,20.87083081,2.19343809,-25.39307077,2.146349609,36.08320314,-108.3100629,19.64195378,-32.22,5.73,63.96,0.39,163.3,-227.36
WF,Smelt,Pelagic,17.9,30.2,0.0052656,M,M,VES,-69.27396827,16,7.760891591,6.630097782,7.195494686,9.897923865,1.250416077,-24.4702301,1.222159089,20.54624022,-98.60138494,28.10113726,-31.41,-0.77,68.78,0.83,82.4,-223.86
WF,Roach,Shore,19.3,66.7,0.00927799,M,M,VES,-69.27396827,20,7.266435986,5.683355886,6.474895936,11.32702507,1.377163479,-25.56050414,1.345988428,22.62798831,-100.9116006,11.57067979,-32.04,2.75,65.63,0.78,84.6,-196.55
WF,Perch,Shore,27,240.8,0.012233907,F,M,VES,-69.27396827,34,17.25898292,14.90996399,16.08447345,25.93365623,2.606245965,-25.30758823,2.553017471,42.91987085,-94.72443091,12.32128793,-32.23,14.09,61.82,0.66,93.44,-235.73
